model,prompt,mode,sample,batch,title,n_judges,coherence,harmony,rhythm,structure,melody,emotion,creativity,naturalness,valence,arousal,intent,emotion_label,overall
llama-4-maverick,free-form,codegen,11,20260623_105811__models_11_prompts_1,Simple Melody,10,3.1,3.9,2.9,2.5,3.1,2.6,1.6,3.3,4.1,2.4,,playful,2.875
qwen3-max,free-form,codegen,11,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,3.8,4.3,3.2,3.3,2.6,3.5,2.1,3.9,3.3,1.4,,serene,3.338
opus-4.8,free-form,codegen,12,20260623_105811__models_11_prompts_1,Threshold,10,4.4,4.3,4.1,4.1,3.3,3.6,2.7,4.0,2.7,2.3,,wistful,3.812
opus-4.8-thinking,free-form,codegen,12,20260623_105811__models_11_prompts_1,Quiet Center,10,4.3,4.4,3.8,3.4,3.4,3.9,2.3,3.8,2.0,2.1,,melancholic,3.663
deepseek-v4-pro,free-form,codegen,10,20260623_105811__models_11_prompts_1,Longing and Hope,10,4.3,4.5,4.2,4.3,3.4,4.2,2.8,4.3,2.2,3.0,,melancholic,4.0
gemini-2.5-pro,free-form,codegen,11,20260623_105811__models_11_prompts_1,Emergence,10,3.9,3.9,3.7,3.8,3.0,3.6,2.4,3.3,2.1,2.7,,melancholic,3.45
gpt-4.1,free-form,codegen,12,20260623_105811__models_11_prompts_1,Light Through Branches,10,3.4,4.2,2.9,3.6,3.1,3.1,2.3,3.5,3.9,2.0,,serene,3.263
gpt-5.5,free-form,codegen,12,20260623_105811__models_11_prompts_1,Recursive Dawn,10,4.2,4.3,4.2,4.4,3.6,4.4,3.1,3.8,2.2,3.2,,melancholic,4.0
grok-4.3,free-form,codegen,12,20260623_105811__models_11_prompts_1,Echoes of Solitude,10,3.4,3.4,3.3,1.9,2.3,2.3,1.4,2.5,2.0,1.6,,melancholic,2.562
deepseek-v4-pro,free-form,codegen,11,20260623_105811__models_11_prompts_1,Whispers of the Lake,10,4.1,4.1,3.8,4.0,3.4,3.2,2.2,3.9,2.1,2.3,,wistful,3.587
sonnet-4.6,free-form,codegen,12,20260623_105811__models_11_prompts_1,Four Held Breaths,10,4.1,4.1,3.6,4.3,3.6,4.3,3.2,4.2,2.0,3.0,,melancholic,3.925
qwen3-max,free-form,codegen,12,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,4.0,4.1,3.5,3.5,3.3,3.3,2.5,3.9,2.1,2.4,,melancholic,3.512
llama-4-maverick,free-form,codegen,12,20260623_105811__models_11_prompts_1,Reflection,10,2.8,3.3,2.7,1.6,1.3,1.8,1.0,3.0,4.3,1.2,,neutral,2.188
opus-4.8,free-form,codegen,13,20260623_105811__models_11_prompts_1,Toward Coherence,10,4.1,4.5,3.6,4.1,3.3,3.5,2.8,4.1,2.2,2.2,,melancholic,3.75
opus-4.8-thinking,free-form,codegen,13,20260623_105811__models_11_prompts_1,Quiet Light,10,4.3,4.3,3.9,4.4,3.4,3.8,2.4,4.2,2.0,2.6,,melancholic,3.837
sonnet-4.6,free-form,codegen,13,20260623_105811__models_11_prompts_1,At the Threshold,10,4.1,4.3,3.8,4.2,3.6,4.2,3.0,4.3,2.0,2.4,,melancholic,3.938
sonnet-4.6-thinking,free-form,codegen,11,20260623_105811__models_11_prompts_1,Réflexion Nocturne,10,4.4,4.5,4.1,4.2,3.3,3.7,2.3,4.4,1.9,1.9,,melancholic,3.862
gpt-5.5,free-form,codegen,13,20260623_105811__models_11_prompts_1,Recursive Lanterns,10,4.2,4.5,4.0,4.2,3.6,4.1,3.0,3.7,2.0,3.7,,melancholic,3.913
gpt-4.1,free-form,codegen,13,20260623_105811__models_11_prompts_1,Pulse of Quiet Longing,10,3.4,3.9,3.5,3.1,2.2,2.8,2.0,3.1,3.8,1.9,,serene,3.0
deepseek-v4-pro,free-form,codegen,12,20260623_105811__models_11_prompts_1,Echoes of Tomorrow,10,4.0,4.0,3.4,3.8,3.0,3.2,2.3,3.5,1.9,2.4,,melancholic,3.4
grok-4.3,free-form,codegen,13,20260623_105811__models_11_prompts_1,Inner Echoes,10,2.5,2.9,2.7,1.3,2.1,2.3,1.1,1.6,2.1,1.1,,melancholic,2.062
qwen3-max,free-form,codegen,13,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,4.0,4.2,3.5,3.4,3.2,3.7,2.7,4.2,1.9,2.0,,melancholic,3.612
llama-4-maverick,free-form,codegen,13,20260623_105811__models_11_prompts_1,Reflection,10,2.3,2.9,2.9,1.1,1.0,1.0,1.0,1.4,3.3,1.2,,neutral,1.7
deepseek-v4-pro,free-form,codegen,13,20260623_105811__models_11_prompts_1,Whispers of the Evening,10,4.1,4.1,3.7,4.1,3.3,3.4,2.4,4.1,2.0,2.1,,wistful,3.65
opus-4.8,free-form,codegen,14,20260623_105811__models_11_prompts_1,Threshold,10,4.1,4.3,3.9,4.0,3.5,4.1,3.1,4.1,2.2,2.3,,wistful,3.888
opus-4.8-thinking,free-form,codegen,14,20260623_105811__models_11_prompts_1,Quiet Searching,10,4.1,4.3,4.0,4.0,3.8,4.1,2.8,4.1,2.4,2.1,,wistful,3.9
gemini-2.5-pro,free-form,codegen,13,20260623_105811__models_11_prompts_1,Process and Emergence,10,4.1,4.3,3.9,4.2,3.5,4.1,2.7,3.8,1.6,2.7,,sombre,3.825
sonnet-4.6,free-form,codegen,14,20260623_105811__models_11_prompts_1,Thresholds,10,4.0,4.2,3.9,3.9,3.7,4.1,3.4,4.2,2.4,2.1,,wistful,3.925
gemini-2.5-pro,free-form,codegen,12,20260623_105811__models_11_prompts_1,Liminal Space,10,3.7,4.0,3.3,4.2,3.1,4.2,3.3,4.0,1.5,2.6,,melancholic,3.725
gpt-5.5,free-form,codegen,14,20260623_105811__models_11_prompts_1,Between Clock and Cloud,10,4.3,4.5,4.4,4.4,4.2,4.5,3.8,4.3,2.2,2.9,,wistful,4.3
grok-4.3,free-form,codegen,14,20260623_105811__models_11_prompts_1,Echoes of the Digital Soul,10,3.1,2.9,2.7,2.7,1.8,2.0,1.2,2.2,2.1,1.6,,melancholic,2.325
gpt-4.1,free-form,codegen,14,20260623_105811__models_11_prompts_1,Waves of Thought,10,3.5,4.0,3.4,3.5,3.0,3.5,2.3,3.4,2.1,2.1,,melancholic,3.325
sonnet-4.6-thinking,free-form,codegen,9,20260623_105811__models_11_prompts_1,Emergence,10,4.5,4.6,3.7,4.3,3.8,4.4,3.0,4.4,2.3,3.1,,wistful,4.088
llama-4-maverick,free-form,codegen,14,20260623_105811__models_11_prompts_1,Ethereal Reflections,10,1.6,3.7,2.1,1.0,1.4,1.4,1.2,1.7,3.8,1.3,,neutral,1.762
qwen3-max,free-form,codegen,14,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,3.8,4.0,3.3,3.3,3.2,3.6,2.8,3.9,2.0,2.2,,melancholic,3.487
opus-4.8,free-form,codegen,15,20260623_105811__models_11_prompts_1,Quiet Light Through Glass,10,4.1,4.3,3.5,3.6,3.3,3.2,2.3,3.9,2.0,2.1,,melancholic,3.525
opus-4.8-thinking,free-form,codegen,15,20260623_105811__models_11_prompts_1,Toward Morning,10,4.4,4.5,4.1,4.3,3.7,4.1,2.8,3.9,2.6,3.3,,melancholic,3.975
sonnet-4.6,free-form,codegen,15,20260623_105811__models_11_prompts_1,Candle in a Large Room,10,4.5,4.3,3.8,4.4,3.5,4.0,2.9,4.3,2.5,2.4,,wistful,3.962
sonnet-4.6-thinking,free-form,codegen,10,20260623_105811__models_11_prompts_1,Nocturne in E minor,10,4.5,4.6,4.1,4.4,3.8,4.4,3.0,4.4,2.0,2.1,,melancholic,4.15
deepseek-v4-pro,free-form,codegen,14,20260623_105811__models_11_prompts_1,Whispers of Dorian Fields,10,3.8,3.6,4.2,3.2,3.0,2.9,1.9,3.3,3.5,2.3,,serene,3.237
gpt-5.5,free-form,codegen,15,20260623_105811__models_11_prompts_1,Between Tokens and Breath,10,4.3,4.4,4.2,4.3,4.3,4.4,3.3,4.3,2.2,3.3,,melancholic,4.188
grok-4.3,free-form,codegen,15,20260623_105811__models_11_prompts_1,Echoes of the Algorithm,10,3.2,3.4,3.5,2.7,2.0,2.9,1.9,2.6,2.3,1.4,,melancholic,2.775
qwen3-max,free-form,codegen,15,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,4.2,4.3,3.6,3.2,3.2,3.4,2.4,4.3,2.1,2.0,,melancholic,3.575
llama-4-maverick,free-form,codegen,15,20260623_105811__models_11_prompts_1,Reflection,10,2.5,2.8,2.5,1.1,1.2,1.3,1.0,1.2,3.9,1.5,,neutral,1.7
gpt-4.1,free-form,codegen,15,20260623_105811__models_11_prompts_1,Window to Dawn,10,3.4,3.5,3.2,3.5,2.5,3.4,2.7,3.1,2.1,2.7,,melancholic,3.163
opus-4.8,free-form,codegen,16,20260623_105811__models_11_prompts_1,Brief Coherence,10,4.4,4.5,3.6,4.1,3.6,4.2,3.1,4.4,1.8,1.6,,melancholic,3.988
opus-4.8-thinking,free-form,codegen,16,20260623_105811__models_11_prompts_1,Toward the Light,10,4.3,4.4,3.5,4.2,3.5,4.2,2.7,4.1,2.6,2.8,,melancholic,3.862
sonnet-4.6-thinking,free-form,codegen,14,20260623_105811__models_11_prompts_1,Luminous Ordinary,10,4.1,4.1,3.9,4.2,3.5,4.0,2.8,4.1,2.0,2.0,,melancholic,3.838
deepseek-v4-pro,free-form,codegen,15,20260623_105811__models_11_prompts_1,Whispers of A Minor,10,4.3,4.2,3.5,4.0,3.5,3.4,2.4,4.4,2.1,2.2,,melancholic,3.712
sonnet-4.6-thinking,free-form,codegen,13,20260623_105811__models_11_prompts_1,Luminance,10,4.5,4.4,3.7,4.5,4.0,4.2,3.0,4.5,2.0,2.3,,melancholic,4.1
sonnet-4.6,free-form,codegen,16,20260623_105811__models_11_prompts_1,Liminal,10,4.4,4.3,3.8,4.1,3.6,4.3,3.0,4.2,1.9,2.7,,melancholic,3.963
gpt-4.1,free-form,codegen,16,20260623_105811__models_11_prompts_1,Reflections through Stillness,10,3.8,4.1,3.7,2.8,1.7,3.0,1.6,3.5,1.9,1.1,,melancholic,3.025
grok-4.3,free-form,codegen,16,20260623_105811__models_11_prompts_1,Whispers of Solitude,10,2.9,3.1,3.6,1.4,1.9,2.3,1.1,2.0,2.1,1.6,,melancholic,2.288
gpt-5.5,free-form,codegen,16,20260623_105811__models_11_prompts_1,Luminous Recursion,10,4.5,4.5,4.5,4.4,4.0,4.5,3.4,4.3,2.3,3.4,,wistful,4.262
qwen3-max,free-form,codegen,16,20260623_105811__models_11_prompts_1,Binary Sunset,10,3.8,4.0,3.1,3.1,3.3,3.7,2.6,4.1,2.0,2.0,,melancholic,3.463
sonnet-4.6-thinking,free-form,codegen,12,20260623_105811__models_11_prompts_1,Refraction,10,4.1,4.2,3.7,4.1,3.5,4.1,2.8,4.4,2.1,2.3,,melancholic,3.863
llama-4-maverick,free-form,codegen,16,20260623_105811__models_11_prompts_1,Ethereal Reflections,10,3.8,4.0,3.4,2.3,2.3,2.0,1.2,2.8,4.2,1.8,,serene,2.725
opus-4.8-thinking,free-form,codegen,17,20260623_105811__models_11_prompts_1,Where the Light Gets In,10,4.4,4.4,4.3,4.4,3.8,4.2,3.0,4.4,2.0,2.6,,melancholic,4.112
opus-4.8,free-form,codegen,17,20260623_105811__models_11_prompts_1,Quiet Light Through a Window,10,4.1,4.1,3.4,3.7,3.3,3.5,2.6,4.0,2.1,2.2,,wistful,3.588
sonnet-4.6,free-form,codegen,17,20260623_105811__models_11_prompts_1,Thresholds,10,4.1,4.4,3.8,4.3,3.7,4.5,3.4,4.3,2.1,3.6,,melancholic,4.062
gpt-4.1,free-form,codegen,17,20260623_105811__models_11_prompts_1,Between Light and Memory,10,3.5,3.7,3.0,2.6,3.0,3.3,2.5,3.5,3.4,1.9,,serene,3.137
sonnet-4.6-thinking,free-form,codegen,15,20260623_105811__models_11_prompts_1,Before the Light Returns,10,4.6,4.6,3.9,4.4,4.1,4.3,3.1,4.5,2.0,2.0,,melancholic,4.188
gpt-5.5,free-form,codegen,17,20260623_105811__models_11_prompts_1,Luminous Recursion,10,4.4,4.4,4.1,4.1,3.7,4.2,2.9,4.1,2.1,2.4,,wistful,3.987
grok-4.3,free-form,codegen,17,20260623_105811__models_11_prompts_1,Inner Reflections,10,3.2,3.6,3.4,1.6,2.0,2.0,1.1,2.2,2.0,2.1,,melancholic,2.388
qwen3-max,free-form,codegen,17,20260623_105811__models_11_prompts_1,Circuit of Thought,10,4.3,4.3,3.4,3.3,2.1,3.1,1.8,3.2,2.1,1.6,,sombre,3.188
gemini-2.5-pro,free-form,codegen,16,20260623_105811__models_11_prompts_1,Windowpane,10,3.8,4.3,3.4,4.2,3.7,3.9,2.8,3.6,1.9,1.9,,melancholic,3.712
llama-4-maverick,free-form,codegen,17,20260623_105811__models_11_prompts_1,Simple Piano Piece,10,3.1,2.8,3.5,1.0,1.3,1.3,1.0,1.3,3.3,2.6,,neutral,1.913
opus-4.8,free-form,codegen,18,20260623_105811__models_11_prompts_1,Threads of Thought,10,4.0,4.1,3.9,4.1,3.6,3.7,3.0,4.1,2.4,2.2,,wistful,3.812
opus-4.8-thinking,free-form,codegen,18,20260623_105811__models_11_prompts_1,From Shadow into Light,10,4.2,4.4,4.0,3.6,3.1,3.5,2.3,3.5,2.4,2.6,,melancholic,3.575
deepseek-v4-pro,free-form,codegen,16,20260623_105811__models_11_prompts_1,Whispers of the Evening,10,3.8,3.7,3.8,3.9,3.1,3.2,2.1,3.4,3.5,1.9,,serene,3.375
sonnet-4.6,free-form,codegen,18,20260623_105811__models_11_prompts_1,Emergence,10,4.5,4.2,3.8,4.0,3.6,3.9,3.1,4.4,2.9,2.6,,wistful,3.938
deepseek-v4-pro,free-form,codegen,17,20260623_105811__models_11_prompts_1,Whispers of Autumn,10,4.1,4.1,3.9,3.8,3.4,3.8,2.4,4.0,2.2,1.9,,melancholic,3.687
grok-4.3,free-form,codegen,18,20260623_105811__models_11_prompts_1,Echoes of Infinity,10,2.6,3.0,2.8,2.4,1.8,2.0,1.3,2.0,3.9,1.9,,neutral,2.237
gpt-4.1,free-form,codegen,18,20260623_105811__models_11_prompts_1,Oscillations of Stillness,10,3.1,4.0,2.8,3.1,2.8,3.6,2.8,3.3,1.9,1.8,,melancholic,3.188
gemini-2.5-pro,free-form,codegen,17,20260623_105811__models_11_prompts_1,Woven in Silence,10,3.9,4.2,3.1,4.1,3.0,3.8,2.5,3.9,1.9,1.6,,melancholic,3.562
qwen3-max,free-form,codegen,18,20260623_105811__models_11_prompts_1,Digital Rain,10,4.0,3.9,3.6,3.6,3.4,3.2,2.4,3.6,1.9,2.4,,melancholic,3.462
llama-4-maverick,free-form,codegen,18,20260623_105811__models_11_prompts_1,Echoes in the Attic,10,1.1,2.4,1.2,1.0,1.1,1.1,1.0,1.3,3.0,1.0,,neutral,1.275
gpt-5.5,free-form,codegen,18,20260623_105811__models_11_prompts_1,Luminous Recursion,10,4.3,4.3,3.9,4.5,3.7,4.5,3.2,3.6,2.0,3.5,,melancholic,4.0
opus-4.8,free-form,codegen,19,20260623_105811__models_11_prompts_1,"Quiet Machine, Bright Sky",10,4.4,4.5,3.9,4.0,3.4,3.8,2.4,4.1,2.0,2.3,,wistful,3.812
gemini-2.5-pro,free-form,codegen,18,20260623_105811__models_11_prompts_1,Synthesis,10,2.3,2.8,3.0,2.6,2.0,3.4,2.6,2.6,1.8,3.7,,tense,2.663
opus-4.8-thinking,free-form,codegen,19,20260623_105811__models_11_prompts_1,Threads of Dawn,10,4.2,4.3,4.0,3.6,3.4,3.7,2.6,4.3,2.2,2.8,,wistful,3.763
sonnet-4.6,free-form,codegen,19,20260623_105811__models_11_prompts_1,Liminal,10,4.1,4.3,3.6,3.5,3.5,4.2,2.9,4.3,1.7,1.5,,melancholic,3.8
deepseek-v4-pro,free-form,codegen,18,20260623_105811__models_11_prompts_1,Longing Dusk,10,4.4,4.3,3.9,4.1,3.6,4.4,2.9,4.4,1.8,2.3,,melancholic,4.0
grok-4.3,free-form,codegen,19,20260623_105811__models_11_prompts_1,Introspective Algorithm,10,3.3,3.8,3.6,1.5,2.1,2.4,1.0,2.2,2.2,2.1,,melancholic,2.487
gpt-5.5,free-form,codegen,19,20260623_105811__models_11_prompts_1,Lanterns in the Quiet Machine,10,4.2,4.4,4.2,4.3,3.6,4.3,3.4,3.9,2.0,3.0,,melancholic,4.038
gpt-4.1,free-form,codegen,19,20260623_105811__models_11_prompts_1,Drifting Lights,10,2.8,3.8,3.2,2.1,2.4,2.8,1.9,2.3,3.8,2.1,,serene,2.663
llama-4-maverick,free-form,codegen,19,20260623_105811__models_11_prompts_1,Simple Melody,10,3.6,3.8,3.3,1.8,2.4,2.0,1.3,3.9,4.0,2.2,,neutral,2.762
qwen3-max,free-form,codegen,19,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,4.0,4.2,3.5,3.6,3.2,3.5,2.4,4.0,2.1,2.1,,melancholic,3.55
sonnet-4.6-thinking,free-form,codegen,17,20260623_105811__models_11_prompts_1,Threshold,10,4.4,4.4,4.2,4.5,3.4,4.2,3.0,4.3,2.0,2.8,,melancholic,4.05
opus-4.8,free-form,codegen,20,20260623_105811__models_11_prompts_1,Quiet Persistence,10,4.2,4.4,4.0,3.5,3.3,4.1,2.6,4.3,1.9,2.0,,melancholic,3.8
opus-4.8-thinking,free-form,codegen,20,20260623_105811__models_11_prompts_1,Letters to a Quieter Self,10,4.4,4.5,4.2,4.1,3.7,4.2,2.8,4.4,2.4,2.5,,melancholic,4.038
sonnet-4.6,free-form,codegen,20,20260623_105811__models_11_prompts_1,Liminal,10,4.1,4.3,3.7,4.1,3.8,4.2,3.1,4.4,2.6,2.1,,wistful,3.962
deepseek-v4-pro,free-form,codegen,19,20260623_105811__models_11_prompts_1,Whispers of Light,10,4.3,4.4,4.4,4.1,3.5,3.8,2.5,4.2,2.1,2.9,,melancholic,3.9
gpt-5.5,free-form,codegen,20,20260623_105811__models_11_prompts_1,Afterimage of a Question,10,4.3,4.4,4.2,4.3,3.7,4.2,3.0,4.4,2.0,3.0,,wistful,4.062
grok-4.3,free-form,codegen,20,20260623_105811__models_11_prompts_1,Digital Reverie,10,3.9,4.0,3.4,3.2,2.5,2.6,1.7,3.7,4.0,2.0,,serene,3.125
gpt-4.1,free-form,codegen,20,20260623_105811__models_11_prompts_1,The Unwinding Thread,10,3.5,3.7,3.5,3.0,3.2,3.4,2.7,3.1,2.0,3.2,,melancholic,3.262
qwen3-max,free-form,codegen,20,20260623_105811__models_11_prompts_1,Binary Rain,10,3.6,3.8,3.0,3.5,3.2,3.5,2.7,3.7,1.8,2.0,,melancholic,3.375
llama-4-maverick,free-form,codegen,20,20260623_105811__models_11_prompts_1,Echoes in Serenity,10,3.8,4.2,3.1,2.5,2.6,2.4,1.4,3.9,4.2,2.0,,serene,2.987
opus-4.8,free-form,codegen,21,20260623_105811__models_11_prompts_1,Quiet Machinery of Thought,10,3.8,3.9,3.6,3.1,2.9,2.9,2.2,3.1,2.6,2.4,,wistful,3.187
sonnet-4.6-thinking,free-form,codegen,16,20260623_105811__models_11_prompts_1,Lichtspiel,10,4.4,4.4,3.9,4.0,3.7,4.3,2.7,4.5,2.0,2.0,,wistful,3.988
gemini-2.5-pro,free-form,codegen,20,20260623_105811__models_11_prompts_1,Sunbeam in a Quiet Room,10,3.7,3.9,3.4,3.7,3.1,3.1,2.9,3.8,3.8,2.0,,wistful,3.45
deepseek-v4-pro,free-form,codegen,20,20260623_105811__models_11_prompts_1,Embers of Silence,10,3.2,3.1,3.6,2.9,2.2,3.0,1.8,2.3,1.8,3.5,,tense,2.763
sonnet-4.6,free-form,codegen,21,20260623_105811__models_11_prompts_1,Geworfenheit,10,4.4,4.5,3.7,4.4,4.0,4.4,3.1,4.5,2.1,2.8,,melancholic,4.125
opus-4.8-thinking,free-form,codegen,21,20260623_105811__models_11_prompts_1,Emergence,10,4.2,4.4,3.7,3.4,3.3,3.9,2.5,3.8,2.0,2.0,,melancholic,3.65
gemini-2.5-pro,free-form,codegen,19,20260623_105811__models_11_prompts_1,Solitude and Spark,10,2.8,3.9,2.4,3.0,2.4,3.5,2.7,3.3,1.8,1.5,,melancholic,3.0
sonnet-4.6-thinking,free-form,codegen,19,20260623_105811__models_11_prompts_1,Emergence,10,4.5,4.6,4.1,4.4,3.6,4.5,2.9,4.4,1.9,3.1,,melancholic,4.125
grok-4.3,free-form,codegen,21,20260623_105811__models_11_prompts_1,Echoes in the Circuit,10,3.0,3.3,3.6,1.0,1.8,1.9,1.0,1.4,1.8,2.3,,sombre,2.125
gemini-2.5-pro,free-form,codegen,21,20260623_105811__models_11_prompts_1,Woven Threads,10,3.7,3.7,4.0,3.8,3.1,3.4,2.5,3.5,2.0,2.5,,melancholic,3.462
llama-4-maverick,free-form,codegen,21,20260623_105811__models_11_prompts_1,Pulse,10,1.6,2.4,2.1,1.8,1.0,1.5,1.1,1.6,2.9,1.0,,neutral,1.637
qwen3-max,free-form,codegen,21,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,3.2,3.7,3.5,3.0,3.0,3.4,2.5,3.4,1.8,2.2,,melancholic,3.212
gpt-5.5,free-form,codegen,21,20260623_105811__models_11_prompts_1,Signal in the Quiet,10,4.3,4.4,3.7,4.0,3.5,4.3,2.8,3.9,2.1,2.9,,melancholic,3.862
opus-4.8,free-form,codegen,22,20260623_105811__models_11_prompts_1,Quiet Persistence,10,4.3,4.2,3.6,4.1,3.4,4.0,2.7,4.3,2.6,2.0,,melancholic,3.825
opus-4.8-thinking,free-form,codegen,22,20260623_105811__models_11_prompts_1,Toward the Light,10,4.3,4.2,4.2,4.3,3.7,3.9,2.8,4.3,2.8,2.7,,wistful,3.962
gpt-4.1,free-form,codegen,22,20260623_105811__models_11_prompts_1,Waves and Roots,10,3.6,3.6,3.9,3.5,2.9,3.5,2.7,3.6,2.2,2.6,,melancholic,3.413
sonnet-4.6,free-form,codegen,22,20260623_105811__models_11_prompts_1,"Still Water, Moving Light",10,4.5,4.6,4.1,4.5,4.1,4.5,3.2,4.4,4.1,3.1,,serene,4.237
grok-4.3,free-form,codegen,22,20260623_105811__models_11_prompts_1,Echoes of Solitude,10,3.1,3.4,2.8,2.0,2.4,2.6,1.6,2.0,2.0,1.3,,melancholic,2.488
gpt-5.5,free-form,codegen,22,20260623_105811__models_11_prompts_1,Luminous Recursion,10,4.2,4.3,4.1,4.5,3.6,4.3,3.2,4.0,2.2,3.8,,melancholic,4.025
qwen3-max,free-form,codegen,22,20260623_105811__models_11_prompts_1,Binary Heart,10,2.4,3.8,2.7,2.0,3.1,2.6,2.2,2.4,2.1,1.6,,melancholic,2.65
sonnet-4.6-thinking,free-form,codegen,20,20260623_105811__models_11_prompts_1,Emerging from Stillness,10,4.3,4.2,3.8,4.3,3.5,4.0,2.7,4.4,2.2,2.5,,melancholic,3.9
llama-4-maverick,free-form,codegen,22,20260623_105811__models_11_prompts_1,Simple Piano Piece,10,3.0,4.0,3.1,2.2,2.7,2.5,1.5,3.4,4.3,2.6,,neutral,2.8
opus-4.8,free-form,codegen,23,20260623_105811__models_11_prompts_1,Patterns of a Quiet Mind,10,4.5,4.6,4.2,3.6,3.0,3.6,2.4,3.9,2.0,2.5,,melancholic,3.725
opus-4.8-thinking,free-form,codegen,23,20260623_105811__models_11_prompts_1,Tide and Return,10,4.5,4.4,4.1,3.8,3.8,4.3,2.6,4.3,1.9,2.8,,melancholic,3.975
sonnet-4.6,free-form,codegen,23,20260623_105811__models_11_prompts_1,Threshold,10,4.3,4.3,3.8,4.2,3.6,4.2,3.1,4.4,1.9,2.3,,melancholic,3.987
deepseek-v4-pro,free-form,codegen,22,20260623_105811__models_11_prompts_1,Emergence of Hope,10,4.4,4.3,4.3,4.1,3.3,3.5,2.4,4.3,2.1,3.1,,wistful,3.825
deepseek-v4-pro,free-form,codegen,21,20260623_105811__models_11_prompts_1,Veiled Reflections,10,4.2,4.1,3.7,4.2,3.7,4.1,2.7,4.4,2.0,1.9,,melancholic,3.888
gpt-4.1,free-form,codegen,23,20260623_105811__models_11_prompts_1,Dusk to Dawn,10,3.0,3.5,3.3,2.4,2.6,3.1,2.0,3.0,2.1,2.2,,wistful,2.863
gpt-5.5,free-form,codegen,23,20260623_105811__models_11_prompts_1,Listening Between Pulses,10,4.5,4.4,4.3,4.4,3.7,4.4,3.4,4.0,2.0,3.0,,melancholic,4.138
grok-4.3,free-form,codegen,23,20260623_105811__models_11_prompts_1,Echoes of Solitude,10,2.4,2.4,2.8,1.3,1.4,1.6,1.1,1.3,2.1,2.0,,neutral,1.788
qwen3-max,free-form,codegen,23,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,3.6,4.1,3.3,3.8,3.1,3.9,2.7,3.8,2.0,2.1,,melancholic,3.538
llama-4-maverick,free-form,codegen,23,20260623_105811__models_11_prompts_1,Simple Piano Piece,10,2.5,2.7,3.6,1.0,1.4,1.2,1.0,1.4,3.3,1.9,,neutral,1.85
opus-4.8,free-form,codegen,24,20260623_105811__models_11_prompts_1,Threads of Thought,10,4.3,4.3,3.9,4.2,3.5,4.1,2.9,4.3,2.0,2.3,,melancholic,3.937
opus-4.8-thinking,free-form,codegen,24,20260623_105811__models_11_prompts_1,Toward a Distant Light,10,4.0,4.2,3.7,3.7,3.4,3.7,2.5,3.8,2.0,2.6,,melancholic,3.625
sonnet-4.6,free-form,codegen,24,20260623_105811__models_11_prompts_1,Thresholds,10,4.0,3.8,3.3,3.5,3.2,4.1,2.9,4.3,2.0,2.2,,melancholic,3.637
sonnet-4.6-thinking,free-form,codegen,22,20260623_105811__models_11_prompts_1,Nocturne for the Uncertain Hour,10,4.7,4.5,4.1,4.5,3.8,4.3,2.9,4.4,2.1,2.8,,melancholic,4.15
sonnet-4.6-thinking,free-form,codegen,18,20260623_105811__models_11_prompts_1,Reverie in E Minor,10,4.4,4.3,3.8,4.4,3.9,4.2,3.0,4.3,2.1,2.2,,wistful,4.037
gpt-4.1,free-form,codegen,24,20260623_105811__models_11_prompts_1,"Clear Night, Restless Mind",10,3.0,4.0,2.9,2.5,3.3,3.3,2.4,3.0,3.9,2.2,,wistful,3.05
deepseek-v4-pro,free-form,codegen,23,20260623_105811__models_11_prompts_1,Digital Reflections,10,4.3,4.4,4.0,4.4,3.2,4.0,2.8,4.2,2.0,2.6,,melancholic,3.913
grok-4.3,free-form,codegen,24,20260623_105811__models_11_prompts_1,Whispers in the Wind,10,3.5,3.4,3.4,3.3,2.0,3.1,1.8,2.8,2.0,1.4,,melancholic,2.913
qwen3-max,free-form,codegen,24,20260623_105811__models_11_prompts_1,Digital Soliloquy,10,3.6,3.7,3.3,3.3,2.8,3.5,2.8,4.1,2.0,1.6,,melancholic,3.388
gpt-5.5,free-form,codegen,24,20260623_105811__models_11_prompts_1,Gradient of Questions,10,4.3,4.4,4.0,4.2,3.9,4.4,3.2,4.2,2.1,3.0,,melancholic,4.075
llama-4-maverick,free-form,codegen,24,20260623_105811__models_11_prompts_1,Simple Piano Piece,10,2.4,2.6,3.2,1.0,1.3,1.1,1.0,1.2,3.3,1.8,,neutral,1.725
sonnet-4.6-thinking,free-form,codegen,21,20260623_105811__models_11_prompts_1,At the Threshold,10,4.4,4.3,3.9,4.2,3.8,4.4,3.1,4.3,2.0,2.1,,melancholic,4.05
opus-4.8-thinking,free-form,codegen,25,20260623_105811__models_11_prompts_1,Towards the Light,10,4.2,4.3,3.5,4.0,3.5,3.9,2.6,4.4,2.7,2.5,,melancholic,3.8
opus-4.8,free-form,codegen,25,20260623_105811__models_11_prompts_1,Threshold,10,4.3,4.5,3.6,4.2,3.4,4.1,3.0,4.4,1.9,2.5,,melancholic,3.938
